NAICS	PARTNER	STATE	Y_2010	Y_2011	Y_2012	Y_2013	Y_2014	Y_2015
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Oklahoma	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Oregon	0	0	7146	0	15993	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Pennsylvania	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	South Carolina	0	50716	0	125932	0	11500
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Tennessee	0	2760	0	538948	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Texas	273770	22063	0	3304	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Unknown	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Utah	62205	96741	20008	0	61784	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Virginia	0	0	0	0	2545	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Washington	0	0	0	0	0	64978
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Wisconsin	10345	32593	0	108747	0	44527
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Latvia	Wyoming	0	0	32303	32368	60115	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Alabama	0	0	0	0	4126	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Arizona	0	15000	0	0	0	19600
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	California	9902	57015	91652	11066	70152	2637
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Colorado	8100	13369	15019	0	12292	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Connecticut	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	D.C. Washington	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Delaware	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Florida	13275	16500	35530	48000	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Georgia	0	0	0	0	19400	15000
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Illinois	15281	24720	40507	0	8801	12218
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Indiana	0	5960	5886	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Iowa	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Kansas	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Kentucky	13577	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Louisiana	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Maryland	0	0	0	18897	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Massachusetts	50356	185793	18564	32863	25104	111809
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Michigan	11050	3350	14529	0	0	10483
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Minnesota	0	0	0	0	0	10505
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Missouri	0	3629	24590	32550	51774	10600
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Nevada	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	New Hampshire	0	0	0	0	0	3022
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	New Jersey	2874	19738	40550	115945	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	New York	5192	51396	24074	97021	0	136400
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	North Carolina	0	0	4247	0	0	16442
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Ohio	5633	12174	3076	0	0	22790
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Pennsylvania	0	0	100550	119068	640148	152560
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	South Dakota	4609	3416	12016	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Tennessee	0	0	0	0	35750	3365
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Texas	15993	11497	45062	10423	90603	631840
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Unknown	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Utah	0	0	0	4409	0	19279
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Virginia	0	0	0	946025	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Washington	0	4100	0	0	0	26315
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Wisconsin	69836	94042	5373	31810	105647	109999
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Lithuania	Wyoming	0	0	0	13654	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Alabama	0	0	0	0	4374	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Arizona	0	4060	0	0	7495	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Arkansas	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	California	64292	176909	8500	130880	4808	14348
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Colorado	5855	0	2892	10485	0	3800
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Connecticut	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	D.C. Washington	0	0	0	0	2816	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Florida	109331	54237	0	7575	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Georgia	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Hawaii	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Illinois	42579	198352	11198	3958	14253	14909
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Indiana	0	0	207877	0	2670	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Iowa	0	0	0	0	0	3840
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Kansas	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Kentucky	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Maryland	2640	3600	0	0	4056	1059909
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Massachusetts	4488	225000	4282	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Michigan	0	0	97228	3164	53452	61007
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Minnesota	0	0	0	3325	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Missouri	22545	72249	41626	50709	40170	44850
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Nebraska	0	14242	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Nevada	17710	30528	49140	56945	20459	11550
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	New Hampshire	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	New Jersey	2688	6800	0	0	20000	1232922
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	New York	213247	2257500	777877	650400	582970	2051043
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	North Carolina	0	0	0	5700	15275	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Ohio	0	0	0	4724	6359	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Oklahoma	0	8136	0	7498	0	3400
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Oregon	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Pennsylvania	0	0	2738	0	3160	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Rhode Island	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	South Carolina	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Tennessee	0	2644	0	2738	0	60464
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Texas	58824	33444	0	0	10365	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Unknown	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Utah	2720	2831	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Vermont	0	2687	0	3021	7411	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Virginia	0	0	0	0	0	122379
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Washington	0	0	2652	0	0	31598
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Luxembourg	Wisconsin	66469	4370	0	0	155187	14270
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Alabama	0	0	3856	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Arizona	0	0	0	0	5206	9800
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	California	0	6556	0	0	33240	106614
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Colorado	40520	0	10154	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Connecticut	3083	0	18170	0	0	8477
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	D.C. Washington	0	30715	20078	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Delaware	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Florida	11986	10311	8762	6169	0	4799
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Georgia	35733	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Idaho	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Illinois	25103	13375	4050	11544	25516	4939
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Indiana	48703	0	0	2718	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Iowa	2508	0	3166	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Kansas	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Kentucky	20066	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Louisiana	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Maryland	0	59707	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Massachusetts	13459	4500	0	0	11210	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Michigan	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Minnesota	17420	0	3892	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Mississippi	34949	48575	29410	7725	15876	22963
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Missouri	20311	12680	0	16794	17652	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Nevada	17451	0	3060	0	4354	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	New Jersey	19463	9450	0	0	7563	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	New York	6361	12500	24535	15251	54534	23328
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	North Carolina	6744	4442	11027	9590	15658	11825
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Ohio	26022	20123	10540	10393	13740	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Pennsylvania	3780	10400	7511	0	6000	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Rhode Island	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	South Carolina	35733	0	0	0	3290	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	South Dakota	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Tennessee	0	0	0	3248	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Texas	5342	14165	70319	3124	2530	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Unknown	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Utah	0	0	0	0	0	5652
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Virginia	77814	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Washington	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	West Virginia	0	0	3385	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Malta and Gozo	Wisconsin	4731	0	0	0	50412	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Alabama	26131	61222	43301	35278	22314	175982
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Alaska	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Arizona	318673	254832	205518	126998	218654	794286
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Arkansas	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	California	9540864	12220937	6877315	6666107	6715603	8118659
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Colorado	630031	1080765	798297	210502	285441	228008
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Connecticut	181157	478969	431575	449662	823648	681504
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	D.C. Washington	0	226165	44004	240445	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Delaware	16872	11740	67124	0	3762	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Florida	3760495	9714108	1910249	2047194	1529734	1708295
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Georgia	1073422	2241133	3176342	2389034	429582	135464
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Hawaii	0	0	0	0	26064	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Idaho	7249	19804	37814	30999	20628	19618
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Illinois	2197413	1343474	2155695	877300	4417445	5406125
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Indiana	373060	1656813	284225	198586	147275	157689
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Iowa	178998	190572	100675	19178	78035	181268
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Kansas	24260	9882	5559	35309	18545	12939
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Kentucky	109181	124191	196226	1103361	4331698	3314536
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Louisiana	9920	9940	7524	0	15857	7906
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Maine	187515	40643	80287	9955	4125	20250
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Maryland	1193021	2542395	1901236	840900	1548129	1501480
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Massachusetts	6356398	4731425	4583052	3048566	2835070	2806412
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Michigan	302659	1295078	1122361	732753	560565	170068
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Minnesota	1407937	970908	1203888	907024	1162741	1287671
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Mississippi	1608675	1669152	1525635	1554696	1870130	1921289
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Missouri	306631	262364	374072	332357	244473	280004
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Montana	0	0	4629	2612	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Nebraska	0	0	10000	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Nevada	167433	169662	192083	261505	155960	58498
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	New Hampshire	28119	1346222	26391	66739	262241	732623
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	New Jersey	18957691	13039583	4242057	2865306	1957255	1597265
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	New Mexico	3810	4155	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	New York	3369889	7330416	8895762	9785815	7027649	11923034
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	North Carolina	672508	8782120	7536135	5431135	1230713	2379762
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	North Dakota	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Ohio	821589	455596	2133324	263023	313222	2015175
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Oklahoma	48581	49702	7895	3519	7755	152021
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Oregon	144411	229132	72307	74136	61524	38559
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Pennsylvania	2826495	2389001	4073838	6397152	11982370	10237579
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Puerto Rico	42379	198436	136078	56629	8441	16233
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Rhode Island	0	64543	1198611	382099	1247335	480010
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	South Carolina	17222	27155	71890	91454	285481	93107
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	South Dakota	0	4800	7764	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Tennessee	5684171	4437128	4966544	2832919	4306437	724355
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Texas	30399845	41789394	46433457	34852694	19795337	10955651
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Unknown	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Utah	643994	316177	369156	31903	28995	53676
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Vermont	14422	10877	12426	20761	17242	6693
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Virginia	354886	230437	113832	44213	105519	87902
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Washington	538565	1790024	1756718	964139	1864043	1376671
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	West Virginia	2862515	2613505	2477740	2600325	2539368	1935525
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Wisconsin	2183844	4286183	5115156	2655954	2489206	1606217
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Netherlands	Wyoming	0	8664	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Alabama	53411	12816	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Arizona	528616	123428	44106	179898	205792	396136
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Arkansas	0	0	0	0	0	9440
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	California	634770	327476	385042	169887	299308	63204
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Colorado	198440	49345	55120	369562	20724	3335
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Connecticut	32862	42793	16429	0	32905	85928
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	D.C. Washington	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Delaware	0	21945	0	0	3644	3315
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Florida	52326	4590	89188	75873	51074	3924865
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Georgia	71678	43325	44023	149490	29358	178613
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Idaho	0	18992	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Illinois	86929	56723	84180	81810	194692	263009
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Indiana	109264	39645	19037	3400	134442	6881
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Iowa	16171	20619	14475	7035	3754	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Kansas	40148	138451	35417	45992	100848	20863
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Kentucky	0	18988	11474	6000	7923	117284
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Maine	0	0	0	0	0	12601
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Maryland	5655	58293	2595	0	8400	831892
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Massachusetts	57155	83434	64514	79399	120366	34072
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Michigan	297058	363720	1251886	172365	2120250	114985
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Minnesota	120185	201956	206190	61476	123987	95850
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Mississippi	72890	77799	116771	123143	144813	99480
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Missouri	53221	63341	135327	84496	121216	123553
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Nebraska	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Nevada	17859	17210	47147	27433	68575	100817
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	New Hampshire	0	0	0	0	156575	4550
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	New Jersey	470469	486536	339178	260655	119968	147952
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	New Mexico	0	0	0	12280	3475	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	New York	329022	747482	621483	910003	831285	3761194
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	North Carolina	287269	17369	55764	81270	85364	106960
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Ohio	122266	399493	8914	40786	37180	115081
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Oklahoma	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Oregon	45030	22268	4760	0	24590	4165
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Pennsylvania	71893	134341	215365	208492	101354	186990
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Puerto Rico	0	0	0	0	0	12754
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Rhode Island	0	0	84600	69650	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	South Carolina	107250	187759	95966	94608	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	South Dakota	30442	59036	25672	4194	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Tennessee	1002658	313653	350045	282489	35116	91658
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Texas	199212	184634	224544	381513	375543	328977
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Unknown	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Utah	12976	9590	12031	11868	38081	2990
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Vermont	0	0	3063	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Virginia	11664	21966	14450	9364	0	173890
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Washington	162453	966456	32869	33195	8067	133860
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	West Virginia	0	0	12160	7000	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Poland	Wisconsin	1972706	1442636	1229691	1261604	538416	1782271
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Portugal	Alabama	0	0	0	0	2622	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Portugal	Arizona	7044	2935	6769	0	9745	41204
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Portugal	Arkansas	0	0	0	0	0	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Portugal	California	63154	210969	44136	83256	71858	228960
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Portugal	Colorado	0	41415	18789	135250	4014	0
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Portugal	Connecticut	22199	36023	105982	17480	50754	22546
"323--PRINTED MATTER AND RELATED PRODUCTS, NESOI"	Portugal	D.C. Washington	0	0	0	6498	0	0
